GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,PRETRACTA,TRACTA,POSTTRCTA,AREANAME,white,nonwhite
G3600610002710,1940,New York,36,New York,061,,0027,10,STCTY-36061 HEALTH AREA-    0027.10  IN NEW YORK NY,10764,93
G3600610002720,1940,New York,36,New York,061,,0027,20,STCTY-36061 HEALTH AREA-    0027.20  IN NEW YORK NY,26381,2538
G3600610002800,1940,New York,36,New York,061,,0028,00,STCTY-36061 HEALTH AREA-    0028.00  IN NEW YORK NY,20837,2846
G3600610002900,1940,New York,36,New York,061,,0029,00,STCTY-36061 HEALTH AREA-    0029.00  IN NEW YORK NY,20863,2201
G3600610003000,1940,New York,36,New York,061,,0030,00,STCTY-36061 HEALTH AREA-    0030.00  IN NEW YORK NY,9131,3639
G3600610003110,1940,New York,36,New York,061,,0031,10,STCTY-36061 HEALTH AREA-    0031.10  IN NEW YORK NY,22572,258
G3600610003120,1940,New York,36,New York,061,,0031,20,STCTY-36061 HEALTH AREA-    0031.20  IN NEW YORK NY,23718,409
G3600610003210,1940,New York,36,New York,061,,0032,10,STCTY-36061 HEALTH AREA-    0032.10  IN NEW YORK NY,14170,367
G3600610003220,1940,New York,36,New York,061,,0032,20,STCTY-36061 HEALTH AREA-    0032.20  IN NEW YORK NY,25268,387
G3600610003300,1940,New York,36,New York,061,,0033,00,STCTY-36061 HEALTH AREA-    0033.00  IN NEW YORK NY,18364,1068
G3600610003400,1940,New York,36,New York,061,,0034,00,STCTY-36061 HEALTH AREA-    0034.00  IN NEW YORK NY,29637,522
G3600610003500,1940,New York,36,New York,061,,0035,00,STCTY-36061 HEALTH AREA-    0035.00  IN NEW YORK NY,31734,387
G3600610003600,1940,New York,36,New York,061,,0036,00,STCTY-36061 HEALTH AREA-    0036.00  IN NEW YORK NY,33809,505
G3600610003700,1940,New York,36,New York,061,,0037,00,STCTY-36061 HEALTH AREA-    0037.00  IN NEW YORK NY,22269,97
G3600610003800,1940,New York,36,New York,061,,0038,00,STCTY-36061 HEALTH AREA-    0038.00  IN NEW YORK NY,23653,67
G3600610003900,1940,New York,36,New York,061,,0039,00,STCTY-36061 HEALTH AREA-    0039.00  IN NEW YORK NY,18774,3539
G3600610004000,1940,New York,36,New York,061,,0040,00,STCTY-36061 HEALTH AREA-    0040.00  IN NEW YORK NY,30994,481
G3600610004100,1940,New York,36,New York,061,,0041,00,STCTY-36061 HEALTH AREA-    0041.00  IN NEW YORK NY,24163,654
G3600610004200,1940,New York,36,New York,061,,0042,00,STCTY-36061 HEALTH AREA-    0042.00  IN NEW YORK NY,23521,106
G3600610004300,1940,New York,36,New York,061,,0043,00,STCTY-36061 HEALTH AREA-    0043.00  IN NEW YORK NY,19767,29
G3600610004400,1940,New York,36,New York,061,,0044,00,STCTY-36061 HEALTH AREA-    0044.00  IN NEW YORK NY,15203,43
G3600610004500,1940,New York,36,New York,061,,0045,00,STCTY-36061 HEALTH AREA-    0045.00  IN NEW YORK NY,7248,58
G3600610004600,1940,New York,36,New York,061,,0046,00,STCTY-36061 HEALTH AREA-    0046.00  IN NEW YORK NY,15165,676
G3600610004700,1940,New York,36,New York,061,,0047,00,STCTY-36061 HEALTH AREA-    0047.00  IN NEW YORK NY,32346,1892
G3600610004800,1940,New York,36,New York,061,,0048,00,STCTY-36061 HEALTH AREA-    0048.00  IN NEW YORK NY,27246,242
G3600610004900,1940,New York,36,New York,061,,0049,00,STCTY-36061 HEALTH AREA-    0049.00  IN NEW YORK NY,21145,189
G3600610005000,1940,New York,36,New York,061,,0050,00,STCTY-36061 HEALTH AREA-    0050.00  IN NEW YORK NY,15313,52
G3600610005100,1940,New York,36,New York,061,,0051,00,STCTY-36061 HEALTH AREA-    0051.00  IN NEW YORK NY,16745,403
G3600610005200,1940,New York,36,New York,061,,0052,00,STCTY-36061 HEALTH AREA-    0052.00  IN NEW YORK NY,27490,220
G3600610005300,1940,New York,36,New York,061,,0053,00,STCTY-36061 HEALTH AREA-    0053.00  IN NEW YORK NY,20895,208
G3600610005400,1940,New York,36,New York,061,,0054,00,STCTY-36061 HEALTH AREA-    0054.00  IN NEW YORK NY,16682,69
G3600610005500,1940,New York,36,New York,061,,0055,00,STCTY-36061 HEALTH AREA-    0055.00  IN NEW YORK NY,18010,234
G3600610005600,1940,New York,36,New York,061,,0056,00,STCTY-36061 HEALTH AREA-    0056.00  IN NEW YORK NY,26819,272
G3600610005700,1940,New York,36,New York,061,,0057,00,STCTY-36061 HEALTH AREA-    0057.00  IN NEW YORK NY,24970,240
G3600610005800,1940,New York,36,New York,061,,0058,00,STCTY-36061 HEALTH AREA-    0058.00  IN NEW YORK NY,21656,167
G3600610005900,1940,New York,36,New York,061,,0059,00,STCTY-36061 HEALTH AREA-    0059.00  IN NEW YORK NY,18523,266
G3600610006000,1940,New York,36,New York,061,,0060,00,STCTY-36061 HEALTH AREA-    0060.00  IN NEW YORK NY,15626,384
G3600610006100,1940,New York,36,New York,061,,0061,00,STCTY-36061 HEALTH AREA-    0061.00  IN NEW YORK NY,15773,384
G3600610006200,1940,New York,36,New York,061,,0062,00,STCTY-36061 HEALTH AREA-    0062.00  IN NEW YORK NY,25657,232
G3600610006300,1940,New York,36,New York,061,,0063,00,STCTY-36061 HEALTH AREA-    0063.00  IN NEW YORK NY,11937,56
G3600610006400,1940,New York,36,New York,061,,0064,00,STCTY-36061 HEALTH AREA-    0064.00  IN NEW YORK NY,21230,78
G3600610006500,1940,New York,36,New York,061,,0065,00,STCTY-36061 HEALTH AREA-    0065.00  IN NEW YORK NY,14592,85
G3600610006600,1940,New York,36,New York,061,,0066,00,STCTY-36061 HEALTH AREA-    0066.00  IN NEW YORK NY,13185,33
G3600610006700,1940,New York,36,New York,061,,0067,00,STCTY-36061 HEALTH AREA-    0067.00  IN NEW YORK NY,20645,96
G3600610006800,1940,New York,36,New York,061,,0068,00,STCTY-36061 HEALTH AREA-    0068.00  IN NEW YORK NY,10011,14
G3600610006900,1940,New York,36,New York,061,,0069,00,STCTY-36061 HEALTH AREA-    0069.00  IN NEW YORK NY,18175,367
G3600610007000,1940,New York,36,New York,061,,0070,00,STCTY-36061 HEALTH AREA-    0070.00  IN NEW YORK NY,10806,104
G3600610007100,1940,New York,36,New York,061,,0071,00,STCTY-36061 HEALTH AREA-    0071.00  IN NEW YORK NY,12896,107
G3600610007200,1940,New York,36,New York,061,,0072,00,STCTY-36061 HEALTH AREA-    0072.00  IN NEW YORK NY,12048,57
G3600610007300,1940,New York,36,New York,061,,0073,00,STCTY-36061 HEALTH AREA-    0073.00  IN NEW YORK NY,9171,39
G3600610007400,1940,New York,36,New York,061,,0074,00,STCTY-36061 HEALTH AREA-    0074.00  IN NEW YORK NY,9675,925
G3600610007500,1940,New York,36,New York,061,,0075,00,STCTY-36061 HEALTH AREA-    0075.00  IN NEW YORK NY,15348,1532
G3600610007600,1940,New York,36,New York,061,,0076,00,STCTY-36061 HEALTH AREA-    0076.00  IN NEW YORK NY,12760,221
G3600610007700,1940,New York,36,New York,061,,0077,00,STCTY-36061 HEALTH AREA-    0077.00  IN NEW YORK NY,14908,5493
G3600610007800,1940,New York,36,New York,061,,0078,00,STCTY-36061 HEALTH AREA-    0078.00  IN NEW YORK NY,18296,663
G3600610007900,1940,New York,36,New York,061,,0079,00,STCTY-36061 HEALTH AREA-    0079.00  IN NEW YORK NY,11173,98
G3600610008000,1940,New York,36,New York,061,,0080,00,STCTY-36061 HEALTH AREA-    0080.00  IN NEW YORK NY,10601,305
G3600610008100,1940,New York,36,New York,061,,0081,00,STCTY-36061 HEALTH AREA-    0081.00  IN NEW YORK NY,4229,46
G3600610008200,1940,New York,36,New York,061,,0082,00,STCTY-36061 HEALTH AREA-    0082.00  IN NEW YORK NY,718,18
G3600610008300,1940,New York,36,New York,061,,0083,00,STCTY-36061 HEALTH AREA-    0083.00  IN NEW YORK NY,5280,566
G3600610008400,1940,New York,36,New York,061,,0084,00,STCTY-36061 HEALTH AREA-    0084.00  IN NEW YORK NY,3502,334
G3600610CV008500,1940,New York,36,New York,061,CV,0085,00,STCTY-36061 HEALTH AREA- CV 0085.00  IN NEW YORK NY,3068,237
G36006700001,1940,New York,36,Onondaga,067,,0001,,STCTY-36067 TRACT-    0001     IN SYRACUSE NY,60,0
G36006700002,1940,New York,36,Onondaga,067,,0002,,STCTY-36067 TRACT-    0002     IN SYRACUSE NY,5285,3
G36006700003,1940,New York,36,Onondaga,067,,0003,,STCTY-36067 TRACT-    0003     IN SYRACUSE NY,1923,5
G36006700004,1940,New York,36,Onondaga,067,,0004,,STCTY-36067 TRACT-    0004     IN SYRACUSE NY,4634,0
G36006700005,1940,New York,36,Onondaga,067,,0005,,STCTY-36067 TRACT-    0005     IN SYRACUSE NY,2623,0
G36006700006,1940,New York,36,Onondaga,067,,0006,,STCTY-36067 TRACT-    0006     IN SYRACUSE NY,4182,0
G36006700007,1940,New York,36,Onondaga,067,,0007,,STCTY-36067 TRACT-    0007     IN SYRACUSE NY,2103,0
G36006700008,1940,New York,36,Onondaga,067,,0008,,STCTY-36067 TRACT-    0008     IN SYRACUSE NY,3620,0
G36006700009,1940,New York,36,Onondaga,067,,0009,,STCTY-36067 TRACT-    0009     IN SYRACUSE NY,3500,18
G36006700010,1940,New York,36,Onondaga,067,,0010,,STCTY-36067 TRACT-    0010     IN SYRACUSE NY,3361,0
G36006700011,1940,New York,36,Onondaga,067,,0011,,STCTY-36067 TRACT-    0011     IN SYRACUSE NY,398,0
G36006700012,1940,New York,36,Onondaga,067,,0012,,STCTY-36067 TRACT-    0012     IN SYRACUSE NY,970,0
G36006700013,1940,New York,36,Onondaga,067,,0013,,STCTY-36067 TRACT-    0013     IN SYRACUSE NY,3202,0
G36006700014,1940,New York,36,Onondaga,067,,0014,,STCTY-36067 TRACT-    0014     IN SYRACUSE NY,4312,0
G36006700015,1940,New York,36,Onondaga,067,,0015,,STCTY-36067 TRACT-    0015     IN SYRACUSE NY,3391,0
G36006700016,1940,New York,36,Onondaga,067,,0016,,STCTY-36067 TRACT-    0016     IN SYRACUSE NY,2684,8
G36006700017,1940,New York,36,Onondaga,067,,0017,,STCTY-36067 TRACT-    0017     IN SYRACUSE NY,4592,1
G36006700018,1940,New York,36,Onondaga,067,,0018,,STCTY-36067 TRACT-    0018     IN SYRACUSE NY,3525,0
G36006700019,1940,New York,36,Onondaga,067,,0019,,STCTY-36067 TRACT-    0019     IN SYRACUSE NY,3694,0
G36006700020,1940,New York,36,Onondaga,067,,0020,,STCTY-36067 TRACT-    0020     IN SYRACUSE NY,4542,0
G36006700021,1940,New York,36,Onondaga,067,,0021,,STCTY-36067 TRACT-    0021     IN SYRACUSE NY,4267,0
G36006700022,1940,New York,36,Onondaga,067,,0022,,STCTY-36067 TRACT-    0022     IN SYRACUSE NY,3141,0
G36006700023,1940,New York,36,Onondaga,067,,0023,,STCTY-36067 TRACT-    0023     IN SYRACUSE NY,5004,6
G36006700024,1940,New York,36,Onondaga,067,,0024,,STCTY-36067 TRACT-    0024     IN SYRACUSE NY,4771,16
G36006700025,1940,New York,36,Onondaga,067,,0025,,STCTY-36067 TRACT-    0025     IN SYRACUSE NY,3558,0
G36006700026,1940,New York,36,Onondaga,067,,0026,,STCTY-36067 TRACT-    0026     IN SYRACUSE NY,928,1
G36006700027,1940,New York,36,Onondaga,067,,0027,,STCTY-36067 TRACT-    0027     IN SYRACUSE NY,2907,0
G36006700028,1940,New York,36,Onondaga,067,,0028,,STCTY-36067 TRACT-    0028     IN SYRACUSE NY,3206,0
G36006700029,1940,New York,36,Onondaga,067,,0029,,STCTY-36067 TRACT-    0029     IN SYRACUSE NY,2081,0
G36006700030,1940,New York,36,Onondaga,067,,0030,,STCTY-36067 TRACT-    0030     IN SYRACUSE NY,5065,54
G36006700031,1940,New York,36,Onondaga,067,,0031,,STCTY-36067 TRACT-    0031     IN SYRACUSE NY,2522,61
G36006700032,1940,New York,36,Onondaga,067,,0032,,STCTY-36067 TRACT-    0032     IN SYRACUSE NY,3752,1032
G36006700033,1940,New York,36,Onondaga,067,,0033,,STCTY-36067 TRACT-    0033     IN SYRACUSE NY,4467,405
G36006700034,1940,New York,36,Onondaga,067,,0034,,STCTY-36067 TRACT-    0034     IN SYRACUSE NY,3574,160
G36006700035,1940,New York,36,Onondaga,067,,0035,,STCTY-36067 TRACT-    0035     IN SYRACUSE NY,4100,5
G36006700036,1940,New York,36,Onondaga,067,,0036,,STCTY-36067 TRACT-    0036     IN SYRACUSE NY,2627,5
G36006700037,1940,New York,36,Onondaga,067,,0037,,STCTY-36067 TRACT-    0037     IN SYRACUSE NY,1162,61
G36006700038,1940,New York,36,Onondaga,067,,0038,,STCTY-36067 TRACT-    0038     IN SYRACUSE NY,4106,0
G36006700039,1940,New York,36,Onondaga,067,,0039,,STCTY-36067 TRACT-    0039     IN SYRACUSE NY,8131,0
G36006700040,1940,New York,36,Onondaga,067,,0040,,STCTY-36067 TRACT-    0040     IN SYRACUSE NY,5416,12
G36006700041,1940,New York,36,Onondaga,067,,0041,,STCTY-36067 TRACT-    0041     IN SYRACUSE NY,3272,13
G36006700042,1940,New York,36,Onondaga,067,,0042,,STCTY-36067 TRACT-    0042     IN SYRACUSE NY,4764,375
G36006700043,1940,New York,36,Onondaga,067,,0043,,STCTY-36067 TRACT-    0043     IN SYRACUSE NY,1993,7
G36006700044,1940,New York,36,Onondaga,067,,0044,,STCTY-36067 TRACT-    0044     IN SYRACUSE NY,2881,14
G36006700045,1940,New York,36,Onondaga,067,,0045,,STCTY-36067 TRACT-    0045     IN SYRACUSE NY,5030,2
G36006700046,1940,New York,36,Onondaga,067,,0046,,STCTY-36067 TRACT-    0046     IN SYRACUSE NY,1135,12
G36006700047,1940,New York,36,Onondaga,067,,0047,,STCTY-36067 TRACT-    0047     IN SYRACUSE NY,1683,7
G36006700048,1940,New York,36,Onondaga,067,,0048,,STCTY-36067 TRACT-    0048     IN SYRACUSE NY,873,0
G36006700049,1940,New York,36,Onondaga,067,,0049,,STCTY-36067 TRACT-    0049     IN SYRACUSE NY,1805,0
G36006700050,1940,New York,36,Onondaga,067,,0050,,STCTY-36067 TRACT-    0050     IN SYRACUSE NY,3950,3
G36006700051,1940,New York,36,Onondaga,067,,0051,,STCTY-36067 TRACT-    0051     IN SYRACUSE NY,3660,1
G36006700052,1940,New York,36,Onondaga,067,,0052,,STCTY-36067 TRACT-    0052     IN SYRACUSE NY,5892,2
G36006700053,1940,New York,36,Onondaga,067,,0053,,STCTY-36067 TRACT-    0053     IN SYRACUSE NY,4931,16
G36006700054,1940,New York,36,Onondaga,067,,0054,,STCTY-36067 TRACT-    0054     IN SYRACUSE NY,5893,3
G36006700055,1940,New York,36,Onondaga,067,,0055,,STCTY-36067 TRACT-    0055     IN SYRACUSE NY,876,4
G36006700056,1940,New York,36,Onondaga,067,,0056,,STCTY-36067 TRACT-    0056     IN SYRACUSE NY,885,0
G36006700057,1940,New York,36,Onondaga,067,,0057,,STCTY-36067 TRACT-    0057     IN SYRACUSE NY,2219,0
G36006700058,1940,New York,36,Onondaga,067,,0058,,STCTY-36067 TRACT-    0058     IN SYRACUSE NY,3675,0
G36006700059,1940,New York,36,Onondaga,067,,0059,,STCTY-36067 TRACT-    0059     IN SYRACUSE NY,4107,1
G36006700060,1940,New York,36,Onondaga,067,,0060,,STCTY-36067 TRACT-    0060     IN SYRACUSE NY,2631,6
G36006700061,1940,New York,36,Onondaga,067,,0061,,STCTY-36067 TRACT-    0061     IN SYRACUSE NY,4099,8
G3600810000110,1940,New York,36,Queens,081,,0001,10,STCTY-36081 HEALTH AREA-    0001.10  IN NEW YORK NY,21289,17
G3600810000120,1940,New York,36,Queens,081,,0001,20,STCTY-36081 HEALTH AREA-    0001.20  IN NEW YORK NY,22537,34
G3600810000210,1940,New York,36,Queens,081,,0002,10,STCTY-36081 HEALTH AREA-    0002.10  IN NEW YORK NY,14029,16
G3600810000220,1940,New York,36,Queens,081,,0002,20,STCTY-36081 HEALTH AREA-    0002.20  IN NEW YORK NY,16012,74
G3600810000300,1940,New York,36,Queens,081,,0003,00,STCTY-36081 HEALTH AREA-    0003.00  IN NEW YORK NY,28528,33
G3600810000400,1940,New York,36,Queens,081,,0004,00,STCTY-36081 HEALTH AREA-    0004.00  IN NEW YORK NY,36872,86
G3600810000500,1940,New York,36,Queens,081,,0005,00,STCTY-36081 HEALTH AREA-    0005.00  IN NEW YORK NY,34587,14
G3600810000610,1940,New York,36,Queens,081,,0006,10,STCTY-36081 HEALTH AREA-    0006.10  IN NEW YORK NY,17275,2632
G3600810000620,1940,New York,36,Queens,081,,0006,20,STCTY-36081 HEALTH AREA-    0006.20  IN NEW YORK NY,20821,40
G3600810000710,1940,New York,36,Queens,081,,0007,10,STCTY-36081 HEALTH AREA-    0007.10  IN NEW YORK NY,18996,124
G3600810000720,1940,New York,36,Queens,081,,0007,20,STCTY-36081 HEALTH AREA-    0007.20  IN NEW YORK NY,22121,393
G3600810000800,1940,New York,36,Queens,081,,0008,00,STCTY-36081 HEALTH AREA-    0008.00  IN NEW YORK NY,22865,29
G3600810000910,1940,New York,36,Queens,081,,0009,10,STCTY-36081 HEALTH AREA-    0009.10  IN NEW YORK NY,20960,50
G3600810000920,1940,New York,36,Queens,081,,0009,20,STCTY-36081 HEALTH AREA-    0009.20  IN NEW YORK NY,16501,39
G3600810001010,1940,New York,36,Queens,081,,0010,10,STCTY-36081 HEALTH AREA-    0010.10  IN NEW YORK NY,27626,100
G3600810001020,1940,New York,36,Queens,081,,0010,20,STCTY-36081 HEALTH AREA-    0010.20  IN NEW YORK NY,30010,77
G3600810001100,1940,New York,36,Queens,081,,0011,00,STCTY-36081 HEALTH AREA-    0011.00  IN NEW YORK NY,28085,1603
G3600810001200,1940,New York,36,Queens,081,,0012,00,STCTY-36081 HEALTH AREA-    0012.00  IN NEW YORK NY,20408,1647
G3600810001310,1940,New York,36,Queens,081,,0013,10,STCTY-36081 HEALTH AREA-    0013.10  IN NEW YORK NY,22138,153
G3600810001320,1940,New York,36,Queens,081,,0013,20,STCTY-36081 HEALTH AREA-    0013.20  IN NEW YORK NY,18029,347
G3600810001410,1940,New York,36,Queens,081,,0014,10,STCTY-36081 HEALTH AREA-    0014.10  IN NEW YORK NY,10328,21
G3600810001420,1940,New York,36,Queens,081,,0014,20,STCTY-36081 HEALTH AREA-    0014.20  IN NEW YORK NY,22305,25
G3600810001500,1940,New York,36,Queens,081,,0015,00,STCTY-36081 HEALTH AREA-    0015.00  IN NEW YORK NY,16480,146
G3600810001600,1940,New York,36,Queens,081,,0016,00,STCTY-36081 HEALTH AREA-    0016.00  IN NEW YORK NY,18993,3
G3600810001700,1940,New York,36,Queens,081,,0017,00,STCTY-36081 HEALTH AREA-    0017.00  IN NEW YORK NY,31345,12
G3600810001810,1940,New York,36,Queens,081,,0018,10,STCTY-36081 HEALTH AREA-    0018.10  IN NEW YORK NY,20854,11
G3600810001821,1940,New York,36,Queens,081,,0018,21,STCTY-36081 HEALTH AREA-    0018.21  IN NEW YORK NY,15656,12
G3600810001822,1940,New York,36,Queens,081,,0018,22,STCTY-36081 HEALTH AREA-    0018.22  IN NEW YORK NY,16076,17
G3600810001910,1940,New York,36,Queens,081,,0019,10,STCTY-36081 HEALTH AREA-    0019.10  IN NEW YORK NY,21009,145
G3600810001920,1940,New York,36,Queens,081,,0019,20,STCTY-36081 HEALTH AREA-    0019.20  IN NEW YORK NY,22691,332
G3600810002000,1940,New York,36,Queens,081,,0020,00,STCTY-36081 HEALTH AREA-    0020.00  IN NEW YORK NY,18074,261
G3600810002111,1940,New York,36,Queens,081,,0021,11,STCTY-36081 HEALTH AREA-    0021.11  IN NEW YORK NY,12745,227
G3600810002112,1940,New York,36,Queens,081,,0021,12,STCTY-36081 HEALTH AREA-    0021.12  IN NEW YORK NY,15714,468
G3600810002121,1940,New York,36,Queens,081,,0021,21,STCTY-36081 HEALTH AREA-    0021.21  IN NEW YORK NY,13917,212
G3600810002122,1940,New York,36,Queens,081,,0021,22,STCTY-36081 HEALTH AREA-    0021.22  IN NEW YORK NY,18388,193
G3600810002200,1940,New York,36,Queens,081,,0022,00,STCTY-36081 HEALTH AREA-    0022.00  IN NEW YORK NY,21840,8
G3600810002300,1940,New York,36,Queens,081,,0023,00,STCTY-36081 HEALTH AREA-    0023.00  IN NEW YORK NY,23059,6
G3600810002400,1940,New York,36,Queens,081,,0024,00,STCTY-36081 HEALTH AREA-    0024.00  IN NEW YORK NY,26604,9
G3600810002500,1940,New York,36,Queens,081,,0025,00,STCTY-36081 HEALTH AREA-    0025.00  IN NEW YORK NY,25753,21
G3600810002600,1940,New York,36,Queens,081,,0026,00,STCTY-36081 HEALTH AREA-    0026.00  IN NEW YORK NY,25990,110
G3600810002700,1940,New York,36,Queens,081,,0027,00,STCTY-36081 HEALTH AREA-    0027.00  IN NEW YORK NY,31999,102
G3600810002810,1940,New York,36,Queens,081,,0028,10,STCTY-36081 HEALTH AREA-    0028.10  IN NEW YORK NY,19144,118
G3600810002820,1940,New York,36,Queens,081,,0028,20,STCTY-36081 HEALTH AREA-    0028.20  IN NEW YORK NY,17972,61
G3600810002910,1940,New York,36,Queens,081,,0029,10,STCTY-36081 HEALTH AREA-    0029.10  IN NEW YORK NY,17114,16
G3600810002920,1940,New York,36,Queens,081,,0029,20,STCTY-36081 HEALTH AREA-    0029.20  IN NEW YORK NY,19509,32
G3600810003000,1940,New York,36,Queens,081,,0030,00,STCTY-36081 HEALTH AREA-    0030.00  IN NEW YORK NY,31915,34
G3600810003100,1940,New York,36,Queens,081,,0031,00,STCTY-36081 HEALTH AREA-    0031.00  IN NEW YORK NY,31507,114
G3600810003200,1940,New York,36,Queens,081,,0032,00,STCTY-36081 HEALTH AREA-    0032.00  IN NEW YORK NY,34957,60
G3600810003300,1940,New York,36,Queens,081,,0033,00,STCTY-36081 HEALTH AREA-    0033.00  IN NEW YORK NY,23737,1955
G3600810003400,1940,New York,36,Queens,081,,0034,00,STCTY-36081 HEALTH AREA-    0034.00  IN NEW YORK NY,19354,8215
G3600810003510,1940,New York,36,Queens,081,,0035,10,STCTY-36081 HEALTH AREA-    0035.10  IN NEW YORK NY,14986,3876
G3600810003520,1940,New York,36,Queens,081,,0035,20,STCTY-36081 HEALTH AREA-    0035.20  IN NEW YORK NY,25041,45
G3600810003531,1940,New York,36,Queens,081,,0035,31,STCTY-36081 HEALTH AREA-    0035.31  IN NEW YORK NY,21255,102
G3600810003532,1940,New York,36,Queens,081,,0035,32,STCTY-36081 HEALTH AREA-    0035.32  IN NEW YORK NY,21293,235
G3600810003611,1940,New York,36,Queens,081,,0036,11,STCTY-36081 HEALTH AREA-    0036.11  IN NEW YORK NY,17556,18
G3600810003612,1940,New York,36,Queens,081,,0036,12,STCTY-36081 HEALTH AREA-    0036.12  IN NEW YORK NY,16855,12
G3600810003620,1940,New York,36,Queens,081,,0036,20,STCTY-36081 HEALTH AREA-    0036.20  IN NEW YORK NY,10880,14
G3600810003700,1940,New York,36,Queens,081,,0037,00,STCTY-36081 HEALTH AREA-    0037.00  IN NEW YORK NY,17323,1186
G3600810003800,1940,New York,36,Queens,081,,0038,00,STCTY-36081 HEALTH AREA-    0038.00  IN NEW YORK NY,19329,955
G3600810003900,1940,New York,36,Queens,081,,0039,00,STCTY-36081 HEALTH AREA-    0039.00  IN NEW YORK NY,1495,6
G3600850000100,1940,New York,36,Richmond,085,,0001,00,STCTY-36085 HEALTH AREA-    0001.00  IN NEW YORK NY,10576,134
G3600850000200,1940,New York,36,Richmond,085,,0002,00,STCTY-36085 HEALTH AREA-    0002.00  IN NEW YORK NY,19300,432
G3600850000300,1940,New York,36,Richmond,085,,0003,00,STCTY-36085 HEALTH AREA-    0003.00  IN NEW YORK NY,19703,639
G3600850000400,1940,New York,36,Richmond,085,,0004,00,STCTY-36085 HEALTH AREA-    0004.00  IN NEW YORK NY,26534,737
G3600850000500,1940,New York,36,Richmond,085,,0005,00,STCTY-36085 HEALTH AREA-    0005.00  IN NEW YORK NY,13855,460
G3600850000600,1940,New York,36,Richmond,085,,0006,00,STCTY-36085 HEALTH AREA-    0006.00  IN NEW YORK NY,19362,749
G3600850000700,1940,New York,36,Richmond,085,,0007,00,STCTY-36085 HEALTH AREA-    0007.00  IN NEW YORK NY,14864,95
G3600850000800,1940,New York,36,Richmond,085,,0008,00,STCTY-36085 HEALTH AREA-    0008.00  IN NEW YORK NY,15771,254
G3600850000910,1940,New York,36,Richmond,085,,0009,10,STCTY-36085 HEALTH AREA-    0009.10  IN NEW YORK NY,15940,10
G3600850000920,1940,New York,36,Richmond,085,,0009,20,STCTY-36085 HEALTH AREA-    0009.20  IN NEW YORK NY,13080,34
G3600850001000,1940,New York,36,Richmond,085,,0010,00,STCTY-36085 HEALTH AREA-    0010.00  IN NEW YORK NY,1890,22
G36011900001,1940,New York,36,Westchester,119,,0001,,STCTY-36119 TRACT-    0001     IN YONKERS NY,12053,149
G36011900002,1940,New York,36,Westchester,119,,0002,,STCTY-36119 TRACT-    0002     IN YONKERS NY,11280,220
G36011900003,1940,New York,36,Westchester,119,,0003,,STCTY-36119 TRACT-    0003     IN YONKERS NY,5865,994
G36011900004,1940,New York,36,Westchester,119,,0004,,STCTY-36119 TRACT-    0004     IN YONKERS NY,8715,1029
G36011900005,1940,New York,36,Westchester,119,,0005,,STCTY-36119 TRACT-    0005     IN YONKERS NY,5615,174
G36011900006,1940,New York,36,Westchester,119,,0006,,STCTY-36119 TRACT-    0006     IN YONKERS NY,5506,76
G36011900007,1940,New York,36,Westchester,119,,0007,,STCTY-36119 TRACT-    0007     IN YONKERS NY,2679,15
G36011900008,1940,New York,36,Westchester,119,,0008,,STCTY-36119 TRACT-    0008     IN YONKERS NY,7808,19
G36011900009,1940,New York,36,Westchester,119,,0009,,STCTY-36119 TRACT-    0009     IN YONKERS NY,1152,0
G36011900010,1940,New York,36,Westchester,119,,0010,,STCTY-36119 TRACT-    0010     IN YONKERS NY,4537,48
G36011900011,1940,New York,36,Westchester,119,,0011,,STCTY-36119 TRACT-    0011     IN YONKERS NY,10102,85
G36011900012,1940,New York,36,Westchester,119,,0012,,STCTY-36119 TRACT-    0012     IN YONKERS NY,6009,112
G36011900013,1940,New York,36,Westchester,119,,0013,,STCTY-36119 TRACT-    0013     IN YONKERS NY,11870,81
G36011900014,1940,New York,36,Westchester,119,,0014,,STCTY-36119 TRACT-    0014     IN YONKERS NY,5939,20
G36011900015,1940,New York,36,Westchester,119,,0015,,STCTY-36119 TRACT-    0015     IN YONKERS NY,7844,34
G36011900016,1940,New York,36,Westchester,119,,0016,,STCTY-36119 TRACT-    0016     IN YONKERS NY,3647,14
G36011900017,1940,New York,36,Westchester,119,,0017,,STCTY-36119 TRACT-    0017     IN YONKERS NY,4662,13
G36011900018,1940,New York,36,Westchester,119,,0018,,STCTY-36119 TRACT-    0018     IN YONKERS NY,279,736
G36011900019,1940,New York,36,Westchester,119,,0019,,STCTY-36119 TRACT-    0019     IN YONKERS NY,563,1
G36011900020,1940,New York,36,Westchester,119,,0020,,STCTY-36119 TRACT-    0020     IN YONKERS NY,435,4
G36011900021,1940,New York,36,Westchester,119,,0021,,STCTY-36119 TRACT-    0021     IN YONKERS NY,3943,99
G36011900022,1940,New York,36,Westchester,119,,0022,,STCTY-36119 TRACT-    0022     IN YONKERS NY,6925,187
G36011900023,1940,New York,36,Westchester,119,,0023,,STCTY-36119 TRACT-    0023     IN YONKERS NY,2413,27
G36011900024,1940,New York,36,Westchester,119,,0024,,STCTY-36119 TRACT-    0024     IN YONKERS NY,8600,20
