GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,white,black,native,asian,hawaiian,other,multi,white_his,black_his,native_his,asian_his,hawaiian_his,other_his,multi_his
G3600050003600,2000,NY,1,2,New York,36,Bronx,005,,,,,0,003600,003600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,353555,0,Census Tract 36,S,40824401,-73861714,,,,135,3504,15,21,3,21,141,1557,475,32,6,6,1339,274
G3600050003700,2000,NY,1,2,New York,36,Bronx,005,,,,,0,003700,003700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,173201,0,Census Tract 37,S,40811534,-73912195,,,,3,163,3,0,1,0,11,85,7,2,0,0,188,15
G3600050003800,2000,NY,1,2,New York,36,Bronx,005,,,,,0,003800,003800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,66000,0,Census Tract 38,S,40820200,-73863107,,,,43,422,3,11,0,2,29,409,25,7,0,0,250,62
G3600050003900,2000,NY,1,2,New York,36,Bronx,005,,,,,0,003900,003900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,212650,0,Census Tract 39,S,40810904,-73922833,,,,88,1100,3,19,1,13,53,1577,290,74,8,0,2473,323
G3600050004001,2000,NY,1,2,New York,36,Bronx,005,,,,,0,004001,004001,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,119741,0,Census Tract 40.01,S,40828332,-73858015,,,,216,240,10,136,0,17,78,397,24,1,1,0,248,52
G3600050004002,2000,NY,1,2,New York,36,Bronx,005,,,,,0,004002,004002,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,117544,0,Census Tract 40.02,S,40825019,-73857476,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
G3600050004100,2000,NY,1,2,New York,36,Bronx,005,,,,,0,004100,004100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,182848,0,Census Tract 41,S,40811394,-73918965,,,,52,1293,17,10,6,4,43,1116,300,49,11,10,2022,307
G3600050004300,2000,NY,1,2,New York,36,Bronx,005,,,,,0,004300,004300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,222237,0,Census Tract 43,S,40813929,-73917356,,,,29,966,13,29,0,6,33,1116,245,48,11,1,2044,248
G3600050004400,2000,NY,1,2,New York,36,Bronx,005,,,,,0,004400,004400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,251521,0,Census Tract 44,S,40826519,-73866549,,,,61,1895,10,27,0,15,60,937,345,42,0,2,1050,227
G3600050004600,2000,NY,1,2,New York,36,Bronx,005,,,,,0,004600,004600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,156601,0,Census Tract 46,S,40823438,-73868803,,,,53,575,3,15,0,4,29,334,38,11,0,0,321,45
G3600050004700,2000,NY,1,2,New York,36,Bronx,005,,,,,0,004700,004700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,225235,0,Census Tract 47,S,40814115,-73925478,,,,37,2039,16,21,2,7,27,1032,302,45,5,3,1666,185
G3600050004800,2000,NY,1,2,New York,36,Bronx,005,,,,,0,004800,004800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,140926,0,Census Tract 48,S,40826844,-73874302,,,,72,557,11,86,0,22,67,798,231,45,8,1,1617,163
G3600050004900,2000,NY,1,2,New York,36,Bronx,005,,,,,0,004900,004900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,185413,0,Census Tract 49,S,40813679,-73929273,,,,1,64,3,1,0,0,1,50,5,4,0,0,95,22
G3600050005000,2000,NY,1,2,New York,36,Bronx,005,,,,,0,005000,005000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,208758,0,Census Tract 50,S,40826505,-73878134,,,,156,2538,32,106,7,68,198,2880,687,107,25,24,3247,665
G3600050005200,2000,NY,1,2,New York,36,Bronx,005,,,,,0,005200,005200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,178924,0,Census Tract 52,S,40826567,-73882843,,,,28,616,4,45,0,21,67,619,69,20,0,0,633,64
G3600050005301,2000,NY,1,2,New York,36,Bronx,005,,,,,0,005301,005301,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,756466,6192,Census Tract 53.01,S,40829670,-73930930,,,,2,15,0,0,0,0,0,5,9,0,0,0,3,0
G3600050005302,2000,NY,1,2,New York,36,Bronx,005,,,,,0,005302,005302,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,266589,35393,Census Tract 53.02,S,40854896,-73918782,,,,31,2547,6,5,1,5,78,395,289,18,0,3,711,72
G3600050005400,2000,NY,1,2,New York,36,Bronx,005,,,,,0,005400,005400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,202996,0,Census Tract 54,S,40829884,-73879784,,,,76,1487,5,225,14,147,161,1326,313,50,6,1,1512,227
G3600050005600,2000,NY,1,2,New York,36,Bronx,005,,,,,0,005600,005600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,143029,0,Census Tract 56,S,40832447,-73879546,,,,60,683,32,56,0,50,96,618,128,19,3,1,855,109
G3600050005700,2000,NY,1,2,New York,36,Bronx,005,,,,,0,005700,005700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,409833,0,Census Tract 57,S,40819749,-73929341,,,,34,362,0,11,0,1,20,175,45,2,4,0,182,22
G3600050005800,2000,NY,1,2,New York,36,Bronx,005,,,,,0,005800,005800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,496564,0,Census Tract 58,S,40834162,-73882029,,,,0,1,0,0,0,0,0,0,0,0,0,0,4,0
G3600050005901,2000,NY,1,2,New York,36,Bronx,005,,,,,0,005901,005901,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,213073,0,Census Tract 59.01,S,40824054,-73926299,,,,113,1419,17,244,0,23,95,755,337,62,34,3,1582,288
G3600050005902,2000,NY,1,2,New York,36,Bronx,005,,,,,0,005902,005902,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,78455,0,Census Tract 59.02,S,40824358,-73923202,,,,92,983,4,19,0,6,35,564,134,13,25,4,574,229
G3600050006000,2000,NY,1,2,New York,36,Bronx,005,,,,,0,006000,006000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,91561,0,Census Tract 60,S,40839130,-73875135,,,,32,139,8,5,0,7,10,317,36,0,0,10,448,69
G3600050006100,2000,NY,1,2,New York,36,Bronx,005,,,,,0,006100,006100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,246709,0,Census Tract 61,S,40822083,-73922546,,,,84,3224,14,11,0,8,70,237,106,3,6,1,198,77
G3600050006200,2000,NY,1,2,New York,36,Bronx,005,,,,,0,006200,006200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,190242,0,Census Tract 62,S,40833059,-73874802,,,,91,2740,27,42,6,28,109,1079,399,47,7,6,1548,270
G3600050006400,2000,NY,1,2,New York,36,Bronx,005,,,,,0,006400,006400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,162602,0,Census Tract 64,S,40833380,-73872032,,,,81,1430,19,87,5,111,101,816,196,32,3,0,979,107
G3600050006500,2000,NY,1,2,New York,36,Bronx,005,,,,,0,006500,006500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,234416,0,Census Tract 65,S,40817412,-73920722,,,,153,1290,10,88,2,26,76,1202,304,43,37,0,1148,276
G3600050006600,2000,NY,1,2,New York,36,Bronx,005,,,,,0,006600,006600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,152894,0,Census Tract 66,S,40833771,-73868210,,,,106,935,18,95,1,79,82,1102,248,38,1,1,1246,161
G3600050006700,2000,NY,1,2,New York,36,Bronx,005,,,,,0,006700,006700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,203846,0,Census Tract 67,S,40819529,-73917206,,,,80,1898,16,55,3,20,49,1292,437,53,4,1,2231,352
G3600050006800,2000,NY,1,2,New York,36,Bronx,005,,,,,0,006800,006800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,155733,0,Census Tract 68,S,40829992,-73870276,,,,34,941,28,127,4,51,111,580,116,13,9,6,1014,175
G3600050006900,2000,NY,1,2,New York,36,Bronx,005,,,,,0,006900,006900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,178789,0,Census Tract 69,S,40822279,-73915789,,,,87,1394,32,7,0,12,33,821,301,31,4,0,1359,242
G3600050007000,2000,NY,1,2,New York,36,Bronx,005,,,,,0,007000,007000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,201696,0,Census Tract 70,S,40828799,-73866034,,,,132,844,37,296,0,111,208,1255,190,35,1,7,747,297
G3600050007100,2000,NY,1,2,New York,36,Bronx,005,,,,,0,007100,007100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,266314,0,Census Tract 71,S,40818704,-73912186,,,,40,541,2,8,0,3,20,406,116,18,1,0,634,96
G3600050007200,2000,NY,1,2,New York,36,Bronx,005,,,,,0,007200,007200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,200153,0,Census Tract 72,S,40831656,-73861589,,,,373,705,25,867,0,83,178,973,192,28,12,1,1391,245
G3600050007300,2000,NY,1,2,New York,36,Bronx,005,,,,,0,007300,007300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,142440,0,Census Tract 73,S,40814129,-73909256,,,,32,679,6,22,0,24,41,684,253,34,2,10,1256,205
G3600050007400,2000,NY,1,2,New York,36,Bronx,005,,,,,0,007400,007400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,188214,0,Census Tract 74,S,40819262,-73852820,,,,88,1479,4,68,0,16,79,612,178,15,2,2,868,92
G3600050007500,2000,NY,1,2,New York,36,Bronx,005,,,,,0,007500,007500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,225969,0,Census Tract 75,S,40819379,-73907855,,,,36,1404,11,23,2,16,71,863,357,34,3,1,1626,241
G3600050007700,2000,NY,1,2,New York,36,Bronx,005,,,,,0,007700,007700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,113215,0,Census Tract 77,S,40819993,-73904828,,,,20,310,0,24,0,3,9,300,62,22,0,0,507,50
G3600050007800,2000,NY,1,2,New York,36,Bronx,005,,,,,0,007800,007800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,271367,0,Census Tract 78,S,40829681,-73852259,,,,520,966,35,370,7,134,201,1477,303,13,13,4,1834,294
G3600050007900,2000,NY,1,2,New York,36,Bronx,005,,,,,0,007900,007900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,203726,0,Census Tract 79,S,40816079,-73904547,,,,96,1346,10,18,0,15,92,1369,370,57,8,1,2843,373
G3600050008100,2000,NY,1,2,New York,36,Bronx,005,,,,,0,008100,008100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,1576196,1256075,Census Tract 81,S,40807309,-73905833,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3600050008300,2000,NY,1,2,New York,36,Bronx,005,,,,,0,008300,008300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,203967,0,Census Tract 83,S,40813886,-73902440,,,,61,1045,2,21,3,7,46,1339,371,43,28,8,2861,369
G3600050008400,2000,NY,1,2,New York,36,Bronx,005,,,,,0,008400,008400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,159032,0,Census Tract 84,S,40815679,-73846604,,,,20,731,0,23,1,9,44,423,140,12,0,3,595,78
G3600050008500,2000,NY,1,2,New York,36,Bronx,005,,,,,0,008500,008500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,176322,0,Census Tract 85,S,40816821,-73898891,,,,105,1252,16,15,0,10,39,1063,264,55,16,6,2354,233
G3600050008600,2000,NY,1,2,New York,36,Bronx,005,,,,,0,008600,008600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,190650,0,Census Tract 86,S,40820959,-73849965,,,,66,1586,0,7,0,25,48,1001,314,14,0,3,1147,170
G3600050008700,2000,NY,1,2,New York,36,Bronx,005,,,,,0,008700,008700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,220158,0,Census Tract 87,S,40820540,-73897420,,,,66,868,14,13,4,2,23,1170,337,35,13,11,2373,274
G3600050008800,2000,NY,1,2,New York,36,Bronx,005,,,,,0,008800,008800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,180438,0,Census Tract 88,S,40820711,-73846747,,,,97,1186,2,40,1,28,50,785,239,19,1,1,938,136
G3600050008900,2000,NY,1,2,New York,36,Bronx,005,,,,,0,008900,008900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,94901,0,Census Tract 89,S,40818154,-73894853,,,,31,354,5,8,0,1,9,1023,130,20,0,8,1159,138
G3600050009100,2000,NY,1,2,New York,36,Bronx,005,,,,,0,009100,009100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,235311,0,Census Tract 91,S,40814462,-73893759,,,,3,3,0,0,0,0,0,45,0,0,0,0,25,5
G3600050009200,2000,NY,1,2,New York,36,Bronx,005,,,,,0,009200,009200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,333836,0,Census Tract 92,S,40831877,-73852627,,,,494,550,38,515,6,104,244,975,204,25,3,6,1494,219
G3600050009400,2000,NY,1,2,New York,36,Bronx,005,,,,,0,009400,009400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,217173,0,Census Tract 94,S,40831159,-73846070,,,,266,283,10,103,0,63,42,208,46,4,7,0,490,78
G3600050009700,2000,NY,1,2,New York,36,Bronx,005,,,,,0,009700,009700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,993482,1314693,Census Tract 97,S,40807964,-73884225,,,,6,35,0,6,0,4,3,31,11,0,0,0,35,2
G3600050009800,2000,NY,1,2,New York,36,Bronx,005,,,,,0,009800,009800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,533696,0,Census Tract 98,S,40825730,-73847984,,,,279,1571,14,202,3,52,88,1295,232,23,3,2,1569,205
G3600050009900,2000,NY,1,2,New York,36,Bronx,005,,,,,0,009900,009900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,349912,0,Census Tract 99,S,40815517,-73888188,,,,82,1308,18,7,1,10,20,1383,410,56,11,9,1770,232
G3600050010200,2000,NY,1,2,New York,36,Bronx,005,,,,,0,010200,010200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,391339,187301,Census Tract 102,S,40820390,-73843570,,,,14,11,0,2,0,0,0,3,1,0,0,0,12,0
G3600050010500,2000,NY,1,2,New York,36,Bronx,005,,,,,0,010500,010500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,1320313,449714,Census Tract 105,S,40814132,-73881984,,,,3,185,0,1,0,0,3,47,34,0,0,0,163,3
G3600050011000,2000,NY,1,2,New York,36,Bronx,005,,,,,0,011000,011000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,2493899,1407970,Census Tract 110,S,40819113,-73832326,,,,136,74,0,8,0,0,4,116,4,4,0,0,42,9
G3600050011501,2000,NY,1,2,New York,36,Bronx,005,,,,,0,011501,011501,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,82541,0,Census Tract 115.01,S,40815909,-73885352,,,,9,372,4,10,0,3,2,290,138,17,0,0,359,52
G3600050011502,2000,NY,1,2,New York,36,Bronx,005,,,,,0,011502,011502,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,289554,0,Census Tract 115.02,S,40819877,-73887384,,,,52,1090,3,7,0,10,25,988,307,22,10,11,1384,230
G3600050011800,2000,NY,1,2,New York,36,Bronx,005,,,,,0,011800,011800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,973628,2975243,Census Tract 118,S,40812276,-73806500,,,,4144,55,7,75,0,9,151,341,11,3,4,0,204,35
G3600050011900,2000,NY,1,2,New York,36,Bronx,005,,,,,0,011900,011900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,161874,0,Census Tract 119,S,40822550,-73888909,,,,52,1213,23,29,0,21,41,1101,305,63,8,4,1719,214
G3600050012101,2000,NY,1,2,New York,36,Bronx,005,,,,,0,012101,012101,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,117541,0,Census Tract 121.01,S,40828612,-73888572,,,,47,715,6,12,0,1,26,675,215,31,6,3,979,162
G3600050012102,2000,NY,1,2,New York,36,Bronx,005,,,,,0,012102,012102,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,54799,0,Census Tract 121.02,S,40825713,-73889030,,,,13,243,0,0,1,10,33,384,122,8,1,0,739,65
G3600050012300,2000,NY,1,2,New York,36,Bronx,005,,,,,0,012300,012300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,140504,0,Census Tract 123,S,40830962,-73888905,,,,46,650,5,13,0,3,28,623,185,18,0,5,1210,133
G3600050012500,2000,NY,1,2,New York,36,Bronx,005,,,,,0,012500,012500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,173618,0,Census Tract 125,S,40828779,-73894205,,,,31,817,4,48,0,30,44,446,100,24,1,0,652,74
G3600050012701,2000,NY,1,2,New York,36,Bronx,005,,,,,0,012701,012701,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,105479,0,Census Tract 127.01,S,40826035,-73891375,,,,42,513,0,39,0,0,23,496,147,24,6,1,900,118
G3600050012702,2000,NY,1,2,New York,36,Bronx,005,,,,,0,012702,012702,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,65820,0,Census Tract 127.02,S,40822969,-73893272,,,,5,150,2,6,0,0,11,538,118,22,4,6,661,65
G3600050012901,2000,NY,1,2,New York,36,Bronx,005,,,,,0,012901,012901,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,154009,0,Census Tract 129.01,S,40822735,-73898308,,,,32,756,6,19,6,1,20,633,155,35,0,1,912,152
G3600050012902,2000,NY,1,2,New York,36,Bronx,005,,,,,0,012902,012902,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,40744,0,Census Tract 129.02,S,40822042,-73895307,,,,7,67,2,0,0,4,3,167,42,10,0,0,249,31
G3600050013000,2000,NY,1,2,New York,36,Bronx,005,,,,,0,013000,013000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,123069,0,Census Tract 130,S,40819812,-73814636,,,,719,4,0,9,0,0,73,214,0,3,0,2,137,18
G3600050013100,2000,NY,1,2,New York,36,Bronx,005,,,,,0,013100,013100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,231095,0,Census Tract 131,S,40825220,-73898220,,,,25,1146,19,1,0,13,43,707,258,34,4,10,1092,167
G3600050013200,2000,NY,1,2,New York,36,Bronx,005,,,,,0,013200,013200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,615968,941221,Census Tract 132,S,40815335,-73820666,,,,3235,208,3,186,2,15,81,1045,42,17,3,5,720,93
G3600050013300,2000,NY,1,2,New York,36,Bronx,005,,,,,0,013300,013300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,164928,0,Census Tract 133,S,40821861,-73902857,,,,37,2787,8,14,1,8,56,883,402,69,5,10,1509,258
G3600050013500,2000,NY,1,2,New York,36,Bronx,005,,,,,0,013500,013500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,165891,0,Census Tract 135,S,40827309,-73901771,,,,18,1648,9,14,0,6,34,313,289,11,4,4,683,93
G3600050013700,2000,NY,1,2,New York,36,Bronx,005,,,,,0,013700,013700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,228444,0,Census Tract 137,S,40826146,-73906005,,,,49,2177,13,4,0,3,48,417,284,30,6,1,974,173
G3600050013800,2000,NY,1,2,New York,36,Bronx,005,,,,,0,013800,013800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,751223,3437276,Census Tract 138,S,40821720,-73808644,,,,1247,29,0,73,1,1,26,258,31,2,0,0,222,50
G3600050013900,2000,NY,1,2,New York,36,Bronx,005,,,,,0,013900,013900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,182824,0,Census Tract 139,S,40826565,-73908517,,,,7,281,4,0,0,2,23,43,40,1,0,0,133,37
G3600050014100,2000,NY,1,2,New York,36,Bronx,005,,,,,0,014100,014100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,158753,0,Census Tract 141,S,40823263,-73911738,,,,44,773,9,6,0,3,23,395,121,24,7,0,710,94
G3600050014300,2000,NY,1,2,New York,36,Bronx,005,,,,,0,014300,014300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,148634,0,Census Tract 143,S,40827612,-73911890,,,,11,389,0,1,0,0,2,85,50,5,1,0,259,14
G3600050014400,2000,NY,1,2,New York,36,Bronx,005,,,,,0,014400,014400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,337920,0,Census Tract 144,S,40820143,-73821499,,,,452,2006,22,62,1,7,87,1082,301,29,1,4,1248,216
G3600050014500,2000,NY,1,2,New York,36,Bronx,005,,,,,0,014500,014500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,182276,0,Census Tract 145,S,40830814,-73907802,,,,42,2640,34,8,3,6,48,483,226,40,8,8,1169,163
G3600050014700,2000,NY,1,2,New York,36,Bronx,005,,,,,0,014700,014700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,257060,0,Census Tract 147,S,40835943,-73904828,,,,84,5416,28,27,1,17,107,1305,689,92,21,1,2675,462
G3600050014900,2000,NY,1,2,New York,36,Bronx,005,,,,,0,014900,014900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,156892,0,Census Tract 149,S,40832566,-73900579,,,,58,1728,15,9,0,6,37,410,235,46,4,0,970,150
G3600050015100,2000,NY,1,2,New York,36,Bronx,005,,,,,0,015100,015100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,214448,0,Census Tract 151,S,40831539,-73897681,,,,38,2425,14,24,0,41,91,671,312,34,4,0,926,163
G3600050015300,2000,NY,1,2,New York,36,Bronx,005,,,,,0,015300,015300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,234816,0,Census Tract 153,S,40834184,-73893703,,,,33,1452,12,10,2,9,48,406,169,13,0,0,714,94
G3600050015400,2000,NY,1,2,New York,36,Bronx,005,,,,,0,015400,015400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,104120,0,Census Tract 154,S,40825646,-73826770,,,,518,15,1,13,0,12,8,180,4,3,0,0,105,41
G3600050015500,2000,NY,1,2,New York,36,Bronx,005,,,,,0,015500,015500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,123931,0,Census Tract 155,S,40835301,-73890708,,,,21,643,9,15,2,4,20,542,199,10,1,8,1094,211
G3600050015600,2000,NY,1,2,New York,36,Bronx,005,,,,,0,015600,015600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,180185,0,Census Tract 156,S,40825879,-73822470,,,,822,15,0,18,0,19,29,280,4,3,0,0,234,35
G3600050015700,2000,NY,1,2,New York,36,Bronx,005,,,,,0,015700,015700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,189344,0,Census Tract 157,S,40832217,-73887137,,,,41,1335,8,18,1,4,48,674,233,27,2,11,1034,135
G3600050015800,2000,NY,1,2,New York,36,Bronx,005,,,,,0,015800,015800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,164162,0,Census Tract 158,S,40823611,-73818293,,,,800,12,1,45,0,8,8,204,6,0,1,2,90,34
G3600050016000,2000,NY,1,2,New York,36,Bronx,005,,,,,0,016000,016000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,499346,2728465,Census Tract 160,S,40831704,-73817534,,,,4486,23,0,44,0,5,32,430,10,2,0,1,137,26
G3600050016100,2000,NY,1,2,New York,36,Bronx,005,,,,,0,016100,016100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,247776,0,Census Tract 161,S,40837922,-73884730,,,,31,1748,14,14,1,10,34,850,380,39,1,3,1376,254
G3600050016200,2000,NY,1,2,New York,36,Bronx,005,,,,,0,016200,016200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,178068,0,Census Tract 162,S,40829321,-73822663,,,,1209,33,3,31,4,5,24,300,6,0,0,0,88,16
G3600050016300,2000,NY,1,2,New York,36,Bronx,005,,,,,0,016300,016300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,580772,0,Census Tract 163,S,40838688,-73893113,,,,8,163,0,1,0,0,0,0,1,0,0,2,125,1
G3600050016400,2000,NY,1,2,New York,36,Bronx,005,,,,,0,016400,016400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,160170,0,Census Tract 164,S,40832329,-73825204,,,,990,7,0,19,4,0,4,102,3,1,0,0,57,25
G3600050016500,2000,NY,1,2,New York,36,Bronx,005,,,,,0,016500,016500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,164312,0,Census Tract 165,S,40843404,-73901361,,,,12,595,6,1,0,9,25,142,91,2,1,2,299,58
G3600050016600,2000,NY,1,2,New York,36,Bronx,005,,,,,0,016600,016600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,343316,0,Census Tract 166,S,40828279,-73829453,,,,1270,52,1,61,4,16,53,431,17,3,3,0,263,75
G3600050016700,2000,NY,1,2,New York,36,Bronx,005,,,,,0,016700,016700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,208522,0,Census Tract 167,S,40841087,-73901874,,,,5,761,0,3,0,1,24,261,114,65,1,2,482,103
G3600050016900,2000,NY,1,2,New York,36,Bronx,005,,,,,0,016900,016900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,85556,0,Census Tract 169,S,40838028,-73902143,,,,22,1004,8,7,0,0,15,200,79,15,5,0,358,83
G3600050017100,2000,NY,1,2,New York,36,Bronx,005,,,,,0,017100,017100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,169899,0,Census Tract 171,S,40840482,-73907432,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,1
G3600050017300,2000,NY,1,2,New York,36,Bronx,005,,,,,0,017300,017300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,169034,0,Census Tract 173,S,40826634,-73916436,,,,39,2098,25,15,0,15,59,753,393,20,1,4,1173,247
G3600050017500,2000,NY,1,2,New York,36,Bronx,005,,,,,0,017500,017500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,141906,0,Census Tract 175,S,40831042,-73913846,,,,37,2919,31,56,1,24,152,798,296,31,7,12,1787,315
G3600050017700,2000,NY,1,2,New York,36,Bronx,005,,,,,0,017700,017700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,250137,0,Census Tract 177,S,40835697,-73910141,,,,200,3920,17,35,2,14,138,1010,452,54,0,12,2019,246
G3600050017900,2000,NY,1,2,New York,36,Bronx,005,,,,,0,017900,017900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,154320,0,Census Tract 179,S,40836866,-73914715,,,,99,2552,66,90,6,16,89,1526,422,119,16,3,2615,606
